id,company,title,link,date,fetched_at,summary_ai,impact_for_zhone,ai_status
542aa1f0-14fe-4af9-bd62-f9c6e2eb498d,Zhone Technologies,DZS Completes NetComm Acquisition,https://zhone.com/news/news-releases/dzs-completes-netcomm-acquisition/,2024-06-03,2025-10-20 14:08:19,,,
04c3c825-82ee-477b-a74a-4ed6dd1f44c3,Zhone Technologies,DZS to Acquire Subscriber Access Technology Leader NetComm,https://zhone.com/news/news-releases/dzs-to-acquire-netcomm/,2024-05-06,2025-10-20 14:08:21,,,
1a465e80-8285-49ae-bb39-d4b92ecccfdb,Zhone Technologies,DZS Appoints Scott St. John as Chief Customer Officer,https://zhone.com/news/news-releases/dzs-appoints-scott-stjohn-chief-customer-officer/,2024-04-25,2025-10-20 14:08:23,,,
e02a75dc-8166-4d13-b3b6-058de93a3435,Zhone Technologies,DZS Appoints Brian Chesnut as Chief Accounting Officer,https://zhone.com/news/news-releases/dzs-appoints-brian-chesnut-chief-accounting-officer/,2024-04-22,2025-10-20 14:08:24,,,
81daad36-1e2e-46a7-92f1-ff1ba821d695,Zhone Technologies,The City of Cabot and Connect2First Bridge Digital Divide in Arkansas with Help from DZS and Irby,https://zhone.com/news/news-releases/cabot-and-connect2first-bridge-digital-divide-with-help-from-dzs-and-irby/,2024-03-25,2025-10-20 14:08:26,,,
9f86e6f1-a28a-4343-b228-93f54b5948de,Zhone Technologies,DZS and Infinera to Demo Game-Changing ICE-X Coherent Pluggable Solutions for Mobile xHaul and Advanced Business Services at OFC,https://zhone.com/news/news-releases/dzs-and-infinera-to-demo-solutions-at-ofc/,2024-03-20,2025-10-20 14:08:27,,,
e26e4495-1239-4c98-80b3-071e6660d4ce,Zhone Technologies,DZS Further Transforms Economics of Optical Edge with Launch of Saber 2200 Coherent xHaul Ethernet Switch,https://zhone.com/news/news-releases/dzs-further-transforms-economics-of-optical-edge-with-saber-2200/,2024-03-18,2025-10-20 14:08:28,,,
445d8c33-182d-4950-b534-fba3d4c0e20b,Zhone Technologies,BoFiNet Leverages Market-Leading DZS Technology to Power Botswana’s Largest Fibre Network,https://zhone.com/news/news-releases/bofinet-leverages-dzs-technology/,2024-03-11,2025-10-20 14:08:30,,,
02ed7c0c-427c-435c-b5c1-c39fc577dde0,Zhone Technologies,RTA Deploys Fiber-To-The-Premises with DZS Technology to Bring World-Class Broadband Experience to Texas’ Bolivar Peninsula,https://zhone.com/news/news-releases/rta-deploys-dzs-technology/,2024-03-04,2025-10-20 14:08:31,,,
9595e631-c5b6-49df-b05d-20643146e811,Zhone Technologies,DZS Optical Transport and SDN/NFV Platforms Honored as High Score Recipients in 2024 Lightwave Innovation Review,https://zhone.com/news/news-releases/high-score-recipients-in-2024-lightwave-innovation-review/,2024-02-28,2025-10-20 14:08:32,,,
7388684f-a414-495a-b0b9-e82efde00bfd,Zhone Technologies,Vianet Deploys DZS Award-Winning Velocity V6 Fiber Access System to Deliver its Customers Multi-Gigabit Bandwidth Capabilities,https://zhone.com/news/news-releases/vianet-deploys-dzs-velocity-v6/,2024-02-20,2025-10-20 14:08:34,,,
d515f059-97ad-4d0a-a218-3079d07295c5,Zhone Technologies,DZS Extends Partnership with Andorix to Transform the Infrastructure and Commercial Management Economics of Historical Landmarks,https://zhone.com/news/news-releases/dzs-extends-partnership-with-andorix/,2024-01-16,2025-10-20 14:08:35,,,
ffe67ce0-181e-4fc8-a9e5-c3f7323b0555,Zhone Technologies,DZS Secures $25 Million in Funding and Signs Definitive Agreement to Divest Asia Business,https://zhone.com/news/news-releases/dzs-secures-25-million-in-funding-and-signs-definitive-agreement-to-divest-asia-business/,2024-01-05,2025-10-20 14:08:36,,,
6289bcbe-0cc0-4ce4-bf9c-8d577267d545,Zhone Technologies,DZS and Orange Partner to Deploy Advanced New Fiber Technologies and Services Across Europe,https://zhone.com/news/news-releases/dzs-and-orange-partner/,2023-10-17,2025-10-20 14:08:38,,,
a47feccf-8ff3-44a6-a6e9-9be418096b2d,Zhone Technologies,DZS and TalkTalk Win 2023 Light Reading Leading Lights Award for Outstanding Home Network Intelligence Use Case,https://zhone.com/news/news-releases/dzs-and-talktalk-win-2023-light-reading-leading-lights-award/,2023-10-04,2025-10-20 14:08:39,,,
3401174e-a0aa-4a28-8cdc-3f659db530d4,Zhone Technologies,DZS Secures $29.7 Million in Financing,https://zhone.com/news/news-releases/dzs-secures-millions-in-financing/,2023-09-13,2025-10-20 14:08:40,,,
12a8ac90-3418-4230-830b-d1796657adc9,Zhone Technologies,DZS to Debut Multiple BABA-Ready Network Edge Innovations at Fiber Connect 2023 to Accelerate Bridging the Digital Divide,https://zhone.com/news/news-releases/dzs-baba-ready-at-fiber-connect-2023/,2023-08-15,2025-10-20 14:08:42,,,
d1acadb7-2f3b-47d1-896c-af8c37a1444e,Zhone Technologies,DZS Inc. Announces Delayed 10-Q Filing,https://zhone.com/news/news-releases/dzs-inc-announces-delayed-10-q-filing/,2023-08-09,2025-10-20 14:08:45,,,
af5cdf66-d81b-48f8-9505-b0af5ce3bace,Zhone Technologies,"DZS Unveils Industry’s First Comprehensive, Hardened Edge Broadband Solutions Designed to Bridge the Digital Divide",https://zhone.com/news/news-releases/dzs-unveils-broadband-solutions/,2023-07-26,2025-10-20 14:08:47,,,
67b72479-a337-4041-96ce-9b60deefcbde,Zhone Technologies,"DZS Appoints Chief Operating Officer for Asia and Chief Customer Officer for Americas, Europe, Middle East and Africa Regions",https://zhone.com/news/news-releases/dzs-appoints-coo-asia-cco-aemea/,2023-07-12,2025-10-20 14:08:49,,,
ba8c8251-67f2-40e3-bb89-5d7ee6c92c6d,Zhone Technologies,DZS and Summit Technology Solutions Partner to Deliver Hyper-fast Fiber Optic Broadband Connectivity to Africa’s Tallest Building,https://zhone.com/news/news-releases/dzs-and-summit-technology-solutions-partner/,2023-06-27,2025-10-20 14:08:50,,,
fe161782-01dd-4241-abdf-8e4e0d68f6a5,Zhone Technologies,Somtel Chooses Hardened DZS Saber Optical EDGE Systems to Transform Economics of Inter-City Aggregation and Transport across the Somali Region,https://zhone.com/news/news-releases/somtel-chooses-dzs-saber-optical-edge-systems/,2023-06-20,2025-10-20 14:08:52,,,
56e9d25a-5399-46e4-8282-a98a5087369f,Zhone Technologies,"Utility Broadband Initiatives in Arkansas and Mississippi Leverage DZS and Irby Expertise to Each Accelerate Past 12,000 Subscriber Milestone",https://zhone.com/news/news-releases/utility-broadband-initiatives-leverage-dzs-and-irby/,2023-06-05,2025-10-20 14:08:53,,,
e83c6eae-aad2-4db2-b2e3-d3dd61edd05a,Zhone Technologies,"DZS Xtreme Slice Management Function Now Available as a Vendor-Validated, Containerized Network Service on Red Hat OpenShift",https://zhone.com/news/news-releases/dzs-xtreme-slice-management-function-now-available-on-red-hat-openshift/,2023-05-23,2025-10-20 14:08:55,,,
48c6d7be-0a09-4064-8598-af124abb149a,Zhone Technologies,DZS and BREKO Announce Strategic Partnership,https://zhone.com/news/news-releases/dzs-and-breko-announce-strategic-partnership/,2023-05-04,2025-10-20 14:08:57,,,
55bc8d80-205c-4a40-b6e7-92da581ce7df,Zhone Technologies,DZS Wins Broadband Communities Magazine Cornerstone Award for Helping Myakka Communications Deliver “Broadband to the Boonies”,https://zhone.com/news/news-releases/dzs-wins-broadband-communities-magazine-cornerstone-award/,2023-05-04,2025-10-20 14:08:58,,,
c2b1c1a5-70a2-42c3-adf5-3a08fc1105ac,Zhone Technologies,DZS CFO Misty Kawecki Receives Honorary Financial Award,https://zhone.com/news/news-releases/dzs-cfo-misty-kawecki-receives-honorary-financial-award/,2023-05-02,2025-10-20 14:09:00,,,
b1caab31-b18e-4d01-923b-a4302267ce95,Zhone Technologies,DZS Expresse Wins Asian Telecom Award for Delivering PLDT Customers Superior Quality of Experience,https://zhone.com/news/news-releases/dzs-expresse-wins-asian-telecom-award/,2023-05-01,2025-10-20 14:09:02,,,
682e8706-ee5c-4eb9-ab19-950c52918128,Zhone Technologies,St. Kitts-Nevis Cable Communications Ltd. Leverages DZS Velocity Portfolio to Bring World-Class FTTx Network and Services to Popular Caribbean Island,https://zhone.com/news/news-releases/st-kitts-nevis-cable-communications-ltd-leverages-dzs/,2023-04-18,2025-10-20 14:09:04,,,
a74972d9-a0fd-40f6-bbca-b0188130f60b,Zhone Technologies,DZS to Share How New Technology Innovations Will Help Bridge the Digital Divide as Platinum Sponsor of TIA BEAD Success Summit,https://zhone.com/news/news-releases/dzs-to-share-new-technology-innovations-as-platinum-sponsor-of-tia-bead-success-summit/,2023-03-14,2025-10-20 14:09:07,,,
d8435416-a145-4eab-9654-1c7a7ffb2f2d,Zhone Technologies,New DZS Xtreme Transport Solution Enables Service Providers to Automate and Accelerate Optical Service Deployments,https://zhone.com/news/news-releases/new-dzs-xtreme-transport/,2023-03-07,2025-10-20 14:09:09,,,
6119befb-84fc-485e-8c99-138d0068078e,Zhone Technologies,Optico Fiber Leverages DZS Velocity Systems to Launch Puerto Rico’s First 10 Gigabit Speed Fiber Optic Communications Network,https://zhone.com/news/news-releases/optico-fiber-leverages-dzs-velocity-systems-to-launch-puerto-ricos-first-10-gigabit-speed-fiber-optic-communications-network/,2023-03-06,2025-10-20 14:09:11,,,
88f1d604-b90c-4328-beae-49866e5b492f,Zhone Technologies,DZS CEO Charlie Vogt to Discuss “The State of Fiber in America” at OFC 2023,https://zhone.com/news/news-releases/dzs-ceo-charlie-vogt-to-discuss-the-state-of-fiber-in-america-at-ofc-2023/,2023-02-28,2025-10-20 14:09:13,,,
df955b50-a646-45c3-b52f-3cd7b6c47ca1,Zhone Technologies,"DZS Optical Transport, Fiber Access and SDN/NFV Solutions Honored as High Score Recipients in 2023 Lightwave Innovation Review",https://zhone.com/news/news-releases/dzs-honored-as-high-score-recipients-in-2023-lightwave-innovation-review/,2023-02-28,2025-10-20 14:09:14,,,
958d60fa-cd96-48fc-9cbc-80f265b632bf,Zhone Technologies,Powerful New DZS Xperience Cloud Managed Service Offering Helps Regional Service Providers Deliver the Ultimate Subscriber Experience,https://zhone.com/news/news-releases/dzs-xperience-cloud-managed-service-offering/,2023-02-09,2025-10-20 14:09:16,,,
eb3df6d7-ef47-471d-a6f4-6dc37ad37b5e,Zhone Technologies,DZS Velocity V6 System Wins 2023 BIG Innovation Telecommunications Product Award for its Record-Breaking Performance Capabilities,https://zhone.com/news/news-releases/dzs-velocity-v6-system-wins-2023-big-innovation-telecommunications-product-award/,2023-02-07,2025-10-20 14:09:18,,,
8ba2173c-8069-4010-9535-756058bf1243,Zhone Technologies,Bonfire Fiber Chooses DZS Saber-4400 Optical Transport Technology to Bridge the Digital Divide by Bringing High Speed Broadband to Underserved Communities,https://zhone.com/news/news-releases/bonfire-fiber-chooses-dzs-saber-4400/,2023-02-02,2025-10-20 14:09:20,,,
98d0823a-dd2e-4e7a-b9a0-135e87515150,Zhone Technologies,KT Corporation Leverages Longtime Partner DZS to Make the Leap to Multi-Gigabit Speeds in Southern Korea,https://zhone.com/news/news-releases/kt-corporation-leverages-dzs/,2023-01-30,2025-10-20 14:09:21,,,
dc8371b9-2670-4789-86f0-5eb3bf2f0f4b,Zhone Technologies,DZS Launches Xtreme Access to Accelerate New Services for CSPs with Unprecedented End-to-End Orchestration and Automation,https://zhone.com/news/news-releases/dzs-launches-xtreme-access/,2023-01-25,2025-10-20 14:09:22,,,
05d306f2-26f6-4d60-a63d-bbbefa5358f7,Zhone Technologies,DZS CloudCheck® Wins 2022 Layer 123 Network Transformation Award in New Service Innovation Category,https://zhone.com/news/news-releases/dzs-cloudcheck-wins-2022-layer-123-network-transformation-award-in-new-service-innovation-category/,2023-01-20,2025-10-20 14:09:24,,,
8ce36026-a905-4bd6-9a1a-23930b536e86,Zhone Technologies,"DZS Appoints Tom Carter Chief Customer Officer, Americas and EMEA",https://zhone.com/news/news-releases/dzs-appoints-tom-carter/,2023-01-16,2025-10-20 14:09:26,,,
5a34fd23-e138-4e9f-ba4b-11c235b4f0c6,Zhone Technologies,"DZS Plays Key Role in Successful O-RAN ALLIANCE Global PlugFest Fall 2022 at North America, Europe and Asia Test Sites",https://zhone.com/news/news-releases/dzs-plays-role-in-o-ran-alliance-global-plugfest-fall-2022/,2022-12-21,2025-10-20 14:09:27,,,
083c64da-8e0f-4fdc-98ec-ef009c21a6f9,Zhone Technologies,TalkTalk Leverages DZS Cloud EDGE Software Solutions to Optimize Customer Experience,https://zhone.com/news/news-releases/talktalk-leverages-dzs-cloud-edge/,2022-12-20,2025-10-20 14:09:29,,,
97593708-77f0-432a-a926-0d290143ac2c,Zhone Technologies,DZS CloudCheck Wins 2022 Light Reading Leading Lights Award for Outstanding Customer Experience Use Case,https://zhone.com/news/news-releases/dzs-wins-2022-leading-lights-award/,2022-12-07,2025-10-20 14:09:30,,,
9d708969-f21e-4fd8-bb22-c74601e7ae1a,Zhone Technologies,Mid-Hudson Cable Chooses DZS Velocity V6 to Bring World-Class 10-Gigabit Fiber Broadband Services to the Hudson Valley Area,https://zhone.com/news/news-releases/mid-hudson-cable-chooses-dzs-velocity-v6/,2022-11-02,2025-10-20 14:09:32,,,
0d593515-87f9-4cb8-a9a9-e0a7c97d14fa,Zhone Technologies,DZS Wins 2022 Excellence Award from Cloud Computing Magazine,https://zhone.com/news/news-releases/dzs-wins-2022-excellence-award/,2022-10-31,2025-10-20 14:09:34,,,
f16fd686-99bd-4c36-a9a1-824a6c3c6194,Zhone Technologies,DZS Collaborates with Major Global 5G Carriers and Ecosystem Partners at O-RAN ALLIANCE PlugFests Worldwide to Validate Standards and Use Cases,https://zhone.com/news/news-releases/dzs-collaborates-with-partners-at-o-ran-alliance-plugfests/,2022-10-26,2025-10-20 14:09:35,,,
71fa467e-ec99-4650-adb3-88c7dfd912f1,Zhone Technologies,"DZS Extends Velocity Fiber Access Portfolio with Multi-Terabit V6 System, Delivering Record-Shattering Performance and Leading Density",https://zhone.com/news/news-releases/dzs-extends-velocity-fiber-access-portfolio/,2022-10-16,2025-10-20 14:09:37,,,
89865a42-d52d-4b22-87a4-6e1771ba7d32,Zhone Technologies,DZS Redefines Economics of Coherent Optical Metro and Edge Transport with Launch of DZS Saber-4400 Platform,https://zhone.com/news/news-releases/dzs-saber-4400-platform/,2022-10-06,2025-10-20 14:09:39,,,
34f95c5e-d215-49cc-bfca-6c461e4cca24,Zhone Technologies,DZS Selects Fabrinet to Leverage World-Class Optical Capabilities in Strategic Shift to Contract Manufacturing Model,https://zhone.com/news/news-releases/dzs-selects-fabrinet-to-leverage-world-class-optical-capabilities-in-strategic-shift-to-contract-manufacturing-model/,2022-10-04,2025-10-20 14:09:41,,,
497e976a-0085-4c89-83fa-f1789f9da406,Zhone Technologies,DZS CEO Charlie Vogt Named Tech Titans 2022 Corporate CEO Award Recipient,https://zhone.com/news/news-releases/dzs-ceo-named-tech-titans-2022-corporate-ceo/,2022-09-26,2025-10-20 14:09:42,,,
a7b853a3-440c-4cea-9e2c-e70f29a3acd4,Zhone Technologies,New DZS M4000 Converged Transport Switch System Delivers SDN-enabled Networking for 5G xHaul and Edge Networks,https://zhone.com/news/news-releases/new-dzs-m4000-converged-transport-switch-system-delivers-sdn-enabled-networking-for-5g-xhaul-and-edge-networks/,2022-08-30,2025-10-20 14:09:44,,,
02a1c2ee-f7aa-4412-b99e-8211b1563001,Zhone Technologies,Southeast Nebraska Communications Invests in the Future of Active Ethernet Network with Switch to DZS Solutions,https://zhone.com/news/news-releases/southeast-nebraska-communications-invests-in-the-future-of-active-ethernet-network-with-switch-to-dzs-solutions/,2022-08-23,2025-10-20 14:09:46,,,
4c9265bd-8dd7-4a6d-83e2-e996051bdea9,Zhone Technologies,Hamilton Telecommunications Leverages DZS Technology to Bring Gigabit Broadband Services to 21 Central Nebraska Towns,https://zhone.com/news/news-releases/hamilton-telecommunications-leverages-dzs-technology-to-bring-gigabit-broadband-services-to-21-central-nebraska-towns/,2022-08-16,2025-10-20 14:09:47,,,
3381bdc0-1324-492b-901a-7fc62fc3b453,Zhone Technologies,DZS and Myakka Communications Leverage Government Stimulus to Deliver “Broadband to the Boonies” at Symmetrical Gigabit Speeds to Rural Homes and Businesses in West-Central Florida,https://zhone.com/news/news-releases/dzs-and-myakka-communications-leverage-government-stimulus-to-deliver-broadband-to-the-boonies-at-symmetrical-gigabit-speeds-to-rural-homes-and-businesses-in-west-central-florida/,2022-07-14,2025-10-20 14:09:49,,,
74f95941-e13b-4103-9cab-0db628dee31f,Zhone Technologies,DZS Forms Strategic Distribution Partnership with ACA Pacific Technology,https://zhone.com/news/news-releases/dzs-forms-strategic-distribution-partnership-with-aca-pacific-technology/,2022-07-05,2025-10-20 14:09:50,,,
f67dc4ea-7289-4c31-bdb6-985f8f534292,Zhone Technologies,"DZS Chief Strategy Officer to Moderate Panel on $42B Broadband Equity, Access and Deployment (BEAD) Program at TIA Virtual Member Meeting and Global Conference 2022",https://zhone.com/news/news-releases/dzs-cso-to-moderate-panel-at-tia/,2022-06-17,2025-10-20 14:09:52,,,
33c56e23-fb5c-459a-9d89-1df73ef1cb64,Zhone Technologies,"DZS and Irby Utilities Help First Electric Cooperative Offer Gigabit+ Broadband to Over 99,000 Member Accounts in Homes and Businesses in Central and Southeastern Arkansas",https://zhone.com/news/news-releases/dzs-and-irby-utilities-help-first-electric-cooperative-offer-gigabit-broadband-to-over-99000-member-accounts-in-homes-and-businesses-in-central-and-southeastern-arkansas/,2022-06-09,2025-10-20 14:09:53,,,
2f2d383f-e158-40d0-86b0-e38c29a33e66,Zhone Technologies,"DZS Completes Acquisition of Consumer Experience, Service Assurance Software Portfolio from ASSIA",https://zhone.com/news/news-releases/dzs-completes-acquisition-of-consumer-experience-service-assurance-software-portfolio-from-assia/,2022-05-31,2025-10-20 14:09:54,,,
12da8d14-e9c8-4fad-a74b-adbebb264898,Zhone Technologies,DZS Partners with EPS Global to Accelerate Next Generation Access Infrastructure Adoption in EMEA and Asia,https://zhone.com/news/news-releases/dzs-partners-with-eps-global-to-accelerate-next-generation-access-infrastructure-adoption-in-emea-and-asia/,2022-05-25,2025-10-20 14:09:56,,,
7167f041-9807-4020-abd3-a37b7aa9cb7e,Zhone Technologies,Stratford Mutual Telephone Taps DZS to Expand Services in Rural Iowa with XGS-PON,https://zhone.com/news/news-releases/stratford-mutual-telephone-taps-dzs-to-expand-services-in-rural-iowa-with-xgs-pon/,2022-05-24,2025-10-20 14:09:57,,,
9f983064-0066-4f0d-b4eb-7d125fb4c896,Zhone Technologies,DZS CTO to Discuss Software-driven 100G-Enabed Optical Broadband Networks of the Future at FTTH Conference 2022,https://zhone.com/news/news-releases/dzs-cto-to-discuss-software-driven-100g-enabed-optical-broadband-networks-of-the-future-at-ftth-conference-2022/,2022-05-23,2025-10-20 14:09:58,,,
35c2aead-6c6a-40b0-bc07-4ad37d6c20bc,Zhone Technologies,Convergenze S.p.A. Società Benefit First to Deploy 10Gbps Internet Services in Southern Italy with XGS-PON Technology from DZS,https://zhone.com/news/news-releases/convergenze-s-p-a-societa-benefit-first-to-deploy-10gbps-internet-services-in-southern-italy-with-xgs-pon-technology-from-dzs/,2022-05-20,2025-10-20 14:10:00,,,
03ed33b7-efba-4520-837f-9a81a2f500be,Zhone Technologies,Horizons22 Investor Day: Enabling Tomorrow’s Experience Provider,https://zhone.com/news/news-releases/horizons22-investor-day-enabling-tomorrows-experience-provider/,2022-05-09,2025-10-20 14:10:01,,,
12e80132-4b46-4a87-a992-67c04be12fec,Zhone Technologies,"DZS to Acquire Consumer Experience, Service Assurance Software Portfolio from ASSIA",https://zhone.com/news/news-releases/dzs-to-acquire-consumer-experience-service-assurance-software-portfolio-from-assia/,2022-05-02,2025-10-20 14:10:02,,,
1b00caab-74f0-4fb0-8667-756486d871d2,Zhone Technologies,"DZS CTO to Speak on Momentum Behind Open, Cloud-native Broadband Networks at CommsDay Summit 2022",https://zhone.com/news/news-releases/dzs-cto-to-speak-on-momentum-behind-open-cloud-native-broadband-networks-at-commsday-summit-2022/,2022-04-29,2025-10-20 14:10:04,,,
f72454d5-3d36-4e73-b74b-fc5752224e1e,Zhone Technologies,Northeast Nebraska Telephone Company Upgrades Legacy FTTH Network with DZS Next Generation Active Ethernet and 10G PON Solutions,https://zhone.com/news/news-releases/northeast-nebraska-telephone-company-upgrades-legacy-ftth-network-with-dzs-next-generation-active-ethernet-and-10g-pon-solutions/,2022-04-26,2025-10-20 14:10:05,,,
2669299c-3d06-4409-afd2-7cdf948b0add,Zhone Technologies,DZS Demonstrates the Power of Cost-Effective Open Fronthaul And 5G Network Slicing at Open RAN World 2022,https://zhone.com/news/news-releases/dzs-demonstrates-the-power-of-cost-effective-open-fronthaul-and-5g-network-slicing-at-open-ran-world-2022/,2022-04-19,2025-10-20 14:10:06,,,
80bdf9ec-05b1-43b4-8726-d40638042c8e,Zhone Technologies,DZS Software Thought Leader to Speak at CableLabs Envision Vendor Forum 2022,https://zhone.com/news/news-releases/dzs-software-thought-leader-to-speak-at-cablelabs-envision-vendor-forum-2022/,2022-04-18,2025-10-20 14:10:08,,,
c0260c80-30de-40c8-8203-2ae8ea7fdc5f,Zhone Technologies,DZS Named Recipient of Asian Telecom Award for Work with Rakuten Mobile,https://zhone.com/news/news-releases/dzs-named-recipient-of-asian-telecom-award-for-work-with-rakuten-mobile/,2022-04-04,2025-10-20 14:10:09,,,
8144f89c-e8b0-47f7-a87f-adfa59db6ed0,Zhone Technologies,DZS Speaks at OFC 2022 on Future of Optical Communications and Mobile/FTTH Convergence,https://zhone.com/news/news-releases/dzs-aligns-with-industry-leaders-at-ofc-2022-focusing-on-the-future-of-optical-communications-and-mobile-ftth-convergence/,2022-03-21,2025-10-20 14:10:11,,,
ac86c50e-4a84-4e37-a74a-e586a031d4d8,Zhone Technologies,"DZS Aligns With Industry Leaders at OFC 2022, Focusing on the Future of Optical Communications and Mobile/FTTH Convergence",https://zhone.com/news/news-releases/dzs-aligns-with-industry-leaders-at-ofc-2022-focusing-on-the-future-of-optical-communications-and-mobile-ftth-convergence-2/,2022-03-21,2025-10-20 14:10:13,,,
18ee06fe-f6a8-4e98-b4a2-a51a2786148e,Zhone Technologies,DZS CMO Gunter Reiss Opens Broadband Forum Q1 2022 Meeting,https://zhone.com/news/news-releases/dzs-cmo-gunter-reiss-opens-broadband-forum-q1-2022-meeting/,2022-03-07,2025-10-20 14:10:14,,,
e6a2558b-6253-4916-ab80-2756c7d07d37,Zhone Technologies,QCT and DZS to Demonstrate Converged Edge Cloud Blueprint for 5G Network Service Deployment at MWC,https://zhone.com/news/news-releases/qct-and-dzs-to-demonstrate-converged-edge-cloud-blueprint-for-5g-network-service-deployment-at-mwc/,2022-02-28,2025-10-20 14:10:16,,,
4f838730-b285-4500-ae9e-f42a2a5d5409,Zhone Technologies,DZS Continues North America Momentum with Addition of Veteran Sales Leader,https://zhone.com/news/news-releases/dzs-continues-north-america-momentum-with-addition-of-veteran-sales-leader/,2022-02-22,2025-10-20 14:10:18,,,
764d6f13-5e43-4966-8683-8f675388403b,Zhone Technologies,DZS Recognizes Digicomm International with Prestigious Top Gun Partner of the Year,https://zhone.com/news/news-releases/dzs-recognizes-digicomm-international-with-prestigious-top-gun-partner-of-the-year/,2022-02-21,2025-10-20 14:10:19,,,
a48223b0-3b49-466e-b261-9f126fd58783,Zhone Technologies,"DZS Announces Record 2021 Orders, Revenue and Backlog",https://zhone.com/news/news-releases/dzs-announces-record-2021-orders-revenue-and-backlog/,2022-02-11,2025-10-20 14:10:21,,,
e690f28f-23ca-4f1e-ae22-09f28de00896,Zhone Technologies,DZS Accelerates Growth in 2021 with 105 New Customers and 29 New Solutions,https://zhone.com/news/news-releases/dzs-accelerates-growth-in-2021-with-105-new-customers-and-29-new-solutions/,2022-01-10,2025-10-20 14:10:22,,,
